DATE,DEPTH,TP
13/07/1995,500,0.5
13/07/1995,2500,0.72
13/07/1995,300,
13/07/1995,200,
13/07/1995,1000,0.53
23/08/1995,100,0.53
23/08/1995,2500,1.02
23/08/1995,2000,1
23/08/1995,1500,0.6
23/08/1995,200,
23/08/1995,2700,1.03
23/08/1995,300,
23/08/1995,500,0.56
23/08/1995,1000,0.64
13/09/1995,2500,2.26
13/09/1995,2000,1.36
13/09/1995,500,0.82
13/09/1995,300,
13/09/1995,2700,2.6
13/09/1995,1000,0.72
13/09/1995,200,
13/09/1995,1500,1.03
13/09/1995,100,0.71
30/10/1995,500,1.71
30/10/1995,1500,1.42
30/10/1995,200,
30/10/1995,100,0.94
30/10/1995,300,
30/10/1995,2000,1.47
30/10/1995,2600,1.46
30/10/1995,2500,1.4
30/10/1995,1000,1.58
22/11/1995,200,
22/11/1995,2500,1.34
22/11/1995,100,1.16
22/11/1995,1000,0.95
22/11/1995,1500,1.11
22/11/1995,2700,1.33
22/11/1995,2000,1.29
22/11/1995,300,
22/11/1995,500,1.02
13/12/1995,1500,1.1
13/12/1995,2000,1.1
13/12/1995,100,1.03
13/12/1995,1000,1.09
13/12/1995,2500,1.27
13/12/1995,2600,1.22
13/12/1995,500,1.03
13/12/1995,300,
13/12/1995,200,
17/01/1996,2000,1.11
17/01/1996,1500,1.12
17/01/1996,2700,1.09
17/01/1996,100,0.94
17/01/1996,500,0.98
17/01/1996,2500,1.2
17/01/1996,1000,1.1
29/02/1996,500,
29/02/1996,100,
29/02/1996,1000,
29/02/1996,2000,
29/02/1996,1500,
06/03/1996,1000,
06/03/1996,1500,
06/03/1996,2000,
06/03/1996,300,
06/03/1996,200,
06/03/1996,500,
06/03/1996,100,
22/03/1996,1000,0.55
22/03/1996,2000,1.01
22/03/1996,100,0.49
22/03/1996,500,0.48
22/03/1996,2100,0.91
22/03/1996,1500,0.51
23/03/1996,200,
27/03/1996,100,0.42
27/03/1996,2000,0.53
27/03/1996,500,0.39
27/03/1996,1500,0.48
27/03/1996,1000,0.45
27/03/1996,200,
28/03/1996,1500,0.48
28/03/1996,2000,0.93
28/03/1996,100,0.52
28/03/1996,2500,1.06
28/03/1996,1000,0.52
28/03/1996,500,0.52
28/03/1996,2700,0.97
02/04/1996,200,
02/04/1996,1500,0.52
02/04/1996,1000,0.56
02/04/1996,2700,1.15
02/04/1996,500,0.57
02/04/1996,2000,0.78
02/04/1996,100,0.52
02/04/1996,2500,1.22
11/04/1996,2700,1.14
11/04/1996,2000,0.62
11/04/1996,100,0.54
11/04/1996,500,0.52
11/04/1996,1500,0.47
11/04/1996,1000,0.52
11/04/1996,2500,1.09
13/05/1996,2000,0.57
13/05/1996,500,0.37
13/05/1996,100,0.36
13/05/1996,1500,0.57
13/05/1996,2600,0.61
13/05/1996,2500,0.59
13/05/1996,1000,0.41
05/06/1996,1500,0.63
05/06/1996,100,0.38
05/06/1996,2000,0.63
05/06/1996,500,0.6
05/06/1996,1000,0.63
05/06/1996,2600,0.69
05/06/1996,2500,1.25
27/06/1996,1500,0.69
27/06/1996,500,0.4
27/06/1996,200,
27/06/1996,1000,0.45
27/06/1996,2500,0.84
27/06/1996,100,0.36
27/06/1996,2000,0.74
04/07/1996,1000,0.61
04/07/1996,2000,0.72
04/07/1996,1500,0.62
04/07/1996,100,0.38
04/07/1996,2500,0.84
04/07/1996,500,0.4
04/07/1996,200,
11/07/1996,200,
11/07/1996,2000,0.81
11/07/1996,300,
11/07/1996,100,0.35
11/07/1996,1000,0.63
11/07/1996,500,0.31
11/07/1996,2500,0.92
11/07/1996,1500,0.63
18/07/1996,200,
18/07/1996,1000,0.62
18/07/1996,2500,0.91
18/07/1996,100,0.38
18/07/1996,500,0.34
18/07/1996,1500,0.47
18/07/1996,300,
18/07/1996,2000,0.68
25/07/1996,300,
25/07/1996,200,
25/07/1996,500,0.44
25/07/1996,2500,0.95
25/07/1996,1500,0.7
25/07/1996,100,0.77
25/07/1996,1000,0.56
25/07/1996,2000,0.99
02/08/1996,2000,0.8
02/08/1996,100,0.43
02/08/1996,200,
02/08/1996,500,0.36
02/08/1996,1000,0.45
02/08/1996,1500,0.52
02/08/1996,2500,1.09
02/08/1996,300,
08/08/1996,500,0.35
08/08/1996,1500,0.45
08/08/1996,2500,1.16
08/08/1996,300,
08/08/1996,2000,0.68
08/08/1996,100,0.35
08/08/1996,200,
08/08/1996,1000,0.33
15/08/1996,200,
15/08/1996,1000,0.76
15/08/1996,1500,0.13
15/08/1996,2000,
15/08/1996,2500,
15/08/1996,300,
15/08/1996,100,0.55
15/08/1996,500,0.47
21/08/1996,1500,0.4
21/08/1996,200,
21/08/1996,500,0.48
21/08/1996,300,
21/08/1996,1000,0.4
21/08/1996,100,0.51
21/08/1996,1500,1.25
21/08/1996,2000,0.44
29/08/1996,100,
29/08/1996,1500,0.39
29/08/1996,300,
29/08/1996,200,
29/08/1996,2500,0.89
29/08/1996,1000,0.56
29/08/1996,2000,0.42
29/08/1996,500,0.65
12/09/1996,1000,0.58
12/09/1996,2500,1.46
12/09/1996,1500,0.82
12/09/1996,300,
12/09/1996,2000,1.2
12/09/1996,200,
12/09/1996,100,0.6
12/09/1996,500,0.63
19/09/1996,200,
19/09/1996,1500,0.62
19/09/1996,500,0.59
19/09/1996,2500,1.56
19/09/1996,1000,0.55
19/09/1996,300,
19/09/1996,100,0.55
19/09/1996,2000,1.09
26/09/1996,1500,0.58
26/09/1996,2000,0.76
26/09/1996,200,
26/09/1996,300,
26/09/1996,500,0.49
26/09/1996,1000,0.5
26/09/1996,2500,2.81
26/09/1996,100,0.49
16/10/1996,1000,0.97
16/10/1996,2500,2.65
16/10/1996,300,
16/10/1996,2000,3.37
16/10/1996,1500,0.81
16/10/1996,100,0.55
16/10/1996,500,0.68
16/10/1996,200,
12/11/1996,200,
12/11/1996,500,1.15
12/11/1996,100,1.12
12/11/1996,300,
12/11/1996,2000,1.13
12/11/1996,2500,1.08
12/11/1996,1500,1.17
12/11/1996,1000,1.25
10/12/1996,2500,3.02
10/12/1996,2000,1.08
10/12/1996,1500,0.95
10/12/1996,300,
10/12/1996,500,0.82
10/12/1996,200,
10/12/1996,1000,0.82
10/12/1996,100,0.79
15/01/1997,2000,1.12
15/01/1997,500,1
15/01/1997,200,
15/01/1997,1000,1
15/01/1997,300,
15/01/1997,1500,1.03
15/01/1997,100,0.95
15/01/1997,2500,1.12
11/02/1997,1000,1.01
11/02/1997,1500,1.01
11/02/1997,2000,1
11/02/1997,100,0.99
11/02/1997,300,
11/02/1997,500,0.99
11/02/1997,2500,1.16
11/02/1997,200,
18/02/1997,2500,0.76
18/02/1997,500,0.96
18/02/1997,200,
18/02/1997,1500,0.78
18/02/1997,2000,0.77
18/02/1997,100,0.96
18/02/1997,1000,1
18/02/1997,300,
25/02/1997,2000,0.71
25/02/1997,100,0.83
25/02/1997,500,0.77
25/02/1997,1000,0.77
25/02/1997,200,
25/02/1997,300,
25/02/1997,2500,0.87
25/02/1997,1500,0.75
04/03/1997,1000,0.87
04/03/1997,100,0.86
04/03/1997,1500,1.01
04/03/1997,2500,0.88
04/03/1997,2000,1
04/03/1997,200,
04/03/1997,300,
04/03/1997,500,1.02
11/03/1997,100,0.41
11/03/1997,200,
11/03/1997,2000,1.13
11/03/1997,1000,0.43
11/03/1997,1500,0.81
11/03/1997,500,0.37
11/03/1997,2500,0.86
11/03/1997,300,
17/03/1997,100,0.49
17/03/1997,300,
17/03/1997,500,0.41
17/03/1997,2500,1.03
17/03/1997,2000,1
17/03/1997,1500,0.55
17/03/1997,1000,0.38
17/03/1997,200,
24/03/1997,500,0.39
24/03/1997,1500,0.42
24/03/1997,1000,0.37
24/03/1997,2500,1.14
24/03/1997,2000,0.87
24/03/1997,300,
24/03/1997,200,
24/03/1997,100,0.42
04/04/1997,2000,0.85
04/04/1997,1500,0.62
04/04/1997,300,
04/04/1997,500,0.56
04/04/1997,2500,0.7
04/04/1997,1000,0.7
04/04/1997,200,
04/04/1997,100,0.43
14/04/1997,100,0.45
14/04/1997,2500,0.6
14/04/1997,1000,0.37
14/04/1997,1500,0.37
14/04/1997,500,0.5
14/04/1997,2000,0.84
15/04/1997,1500,
15/04/1997,2500,
15/04/1997,100,
15/04/1997,1000,
15/04/1997,300,
15/04/1997,200,
15/04/1997,2000,
15/04/1997,500,
17/04/1997,2500,0.82
17/04/1997,1000,0.49
17/04/1997,2000,0.84
17/04/1997,1500,0.47
17/04/1997,300,
17/04/1997,200,
17/04/1997,500,0.38
17/04/1997,100,0.46
18/04/1997,300,
18/04/1997,100,
18/04/1997,1500,
18/04/1997,2000,
18/04/1997,500,
18/04/1997,2500,
18/04/1997,1000,
18/04/1997,200,
30/04/1997,100,
30/04/1997,1500,0.37
30/04/1997,200,
30/04/1997,2000,0.51
30/04/1997,500,0.37
30/04/1997,1000,0.38
30/04/1997,300,
30/04/1997,2500,0.58
06/05/1997,1000,
06/05/1997,500,
06/05/1997,2500,
06/05/1997,1500,
06/05/1997,200,
06/05/1997,2000,
06/05/1997,100,
06/05/1997,300,
30/05/1997,2500,
30/05/1997,1500,
30/05/1997,1000,
30/05/1997,2000,
30/05/1997,100,
30/05/1997,500,
05/06/1997,500,
05/06/1997,2000,
05/06/1997,2500,
05/06/1997,300,
05/06/1997,200,
05/06/1997,100,
05/06/1997,1000,
05/06/1997,1500,
18/06/1997,2500,0.48
18/06/1997,1000,0.43
18/06/1997,1500,0.44
18/06/1997,200,
18/06/1997,500,0.48
18/06/1997,300,
18/06/1997,100,0.43
18/06/1997,2000,0.83
02/07/1997,1000,0.42
02/07/1997,300,
02/07/1997,1500,0.42
02/07/1997,100,0.36
02/07/1997,2000,0.71
02/07/1997,500,0.39
02/07/1997,2500,0.83
02/07/1997,200,
09/07/1997,300,
09/07/1997,200,
09/07/1997,2500,0.98
09/07/1997,500,0.34
09/07/1997,2000,0.58
09/07/1997,1500,0.38
09/07/1997,100,0.39
09/07/1997,1000,0.35
15/07/1997,200,
15/07/1997,1000,0.6
15/07/1997,2500,1.09
15/07/1997,2000,1.22
15/07/1997,300,
15/07/1997,500,0.48
15/07/1997,1500,0.66
15/07/1997,100,0.48
23/07/1997,2000,0.89
23/07/1997,2500,1.17
23/07/1997,1500,0.42
23/07/1997,500,0.39
23/07/1997,300,
23/07/1997,200,
23/07/1997,1000,0.4
23/07/1997,100,0.42
30/07/1997,2000,1.3
30/07/1997,1500,0.44
30/07/1997,200,
30/07/1997,500,0.44
30/07/1997,1000,0.43
30/07/1997,100,0.51
30/07/1997,300,
30/07/1997,2000,0.74
05/08/1997,1000,0.43
05/08/1997,300,
05/08/1997,100,0.56
05/08/1997,2000,0.91
05/08/1997,500,0.45
05/08/1997,200,
05/08/1997,1500,0.45
05/08/1997,2500,1.25
12/08/1997,100,0.47
12/08/1997,1000,0.47
12/08/1997,2500,1.39
12/08/1997,500,0.47
12/08/1997,200,
12/08/1997,2000,1.02
12/08/1997,1500,0.6
12/08/1997,300,
18/08/1997,1000,
18/08/1997,2000,
18/08/1997,1500,
18/08/1997,2500,1.64
18/08/1997,300,
18/08/1997,200,
18/08/1997,100,0.38
18/08/1997,500,
25/08/1997,100,0.57
25/08/1997,500,0.48
25/08/1997,1000,0.58
25/08/1997,2500,1.63
25/08/1997,1500,0.54
25/08/1997,200,
25/08/1997,300,
25/08/1997,2000,0.84
01/09/1997,500,0.47
01/09/1997,300,
01/09/1997,1500,0.65
01/09/1997,2500,1.67
01/09/1997,100,0.54
01/09/1997,200,
01/09/1997,2000,1.48
01/09/1997,1000,0.74
08/09/1997,500,0.69
08/09/1997,2000,1.32
08/09/1997,200,
08/09/1997,1500,1.07
08/09/1997,1500,1.67
08/09/1997,100,0.96
08/09/1997,1000,0.79
08/09/1997,300,
18/09/1997,500,0.97
18/09/1997,200,
18/09/1997,100,0.78
18/09/1997,1000,1.12
18/09/1997,2500,
18/09/1997,1500,1
18/09/1997,300,
18/09/1997,2000,1.09
25/09/1997,2400,2.23
25/09/1997,1400,1.23
25/09/1997,900,1.06
25/09/1997,400,0.55
25/09/1997,300,
25/09/1997,100,0.58
25/09/1997,200,
25/09/1997,1900,1.36
22/10/1997,2500,
22/10/1997,1500,
22/10/1997,200,
22/10/1997,100,
22/10/1997,300,
22/10/1997,1000,
22/10/1997,2000,
22/10/1997,500,
13/11/1997,500,1.19
13/11/1997,200,
13/11/1997,2000,1.5
13/11/1997,1000,1.15
13/11/1997,300,
13/11/1997,1500,1.29
13/11/1997,2500,2.56
13/11/1997,100,1.01
10/12/1997,200,
10/12/1997,1000,1.03
10/12/1997,2000,1.45
10/12/1997,1500,1.1
10/12/1997,100,1.18
10/12/1997,300,
10/12/1997,2500,1.2
10/12/1997,500,1.05
14/01/1998,2000,1.04
14/01/1998,100,0.98
14/01/1998,1500,1.04
14/01/1998,1000,1.08
14/01/1998,2500,1.11
14/01/1998,500,0.97
14/01/1998,200,
14/01/1998,300,
12/02/1998,100,0.99
12/02/1998,2500,1.12
12/02/1998,2000,1.07
12/02/1998,1500,1.06
12/02/1998,300,
12/02/1998,200,
12/02/1998,500,1.06
12/02/1998,1000,1.02
25/02/1998,2500,1.06
25/02/1998,1000,0.9
25/02/1998,100,0.88
25/02/1998,2000,1.08
25/02/1998,500,1.02
25/02/1998,200,
25/02/1998,1500,1.06
25/02/1998,300,
11/03/1998,2500,0.75
11/03/1998,200,
11/03/1998,2000,0.82
11/03/1998,300,
11/03/1998,1000,0.7
11/03/1998,1500,0.73
11/03/1998,500,0.71
11/03/1998,100,0.7
26/03/1998,200,
26/03/1998,1000,0.51
26/03/1998,500,0.36
26/03/1998,100,0.52
26/03/1998,2500,0.77
26/03/1998,300,
26/03/1998,1500,0.56
26/03/1998,2000,0.64
01/04/1998,2000,0.38
01/04/1998,100,0.46
01/04/1998,2500,1.7
01/04/1998,500,0.41
01/04/1998,1000,0.58
01/04/1998,1500,0.46
01/04/1998,200,
01/04/1998,300,
22/04/1998,300,
22/04/1998,2000,0.53
22/04/1998,1000,0.49
22/04/1998,200,
22/04/1998,2500,0.99
22/04/1998,100,0.33
22/04/1998,1500,0.4
22/04/1998,500,0.38
11/05/1998,100,0.49
11/05/1998,200,
11/05/1998,1400,0.61
11/05/1998,400,0.45
11/05/1998,900,0.81
11/05/1998,300,
11/05/1998,2400,1.12
11/05/1998,1900,0.89
10/06/1998,300,
10/06/1998,2500,1.74
10/06/1998,1000,0.49
10/06/1998,1500,0.3
10/06/1998,100,0.48
10/06/1998,2000,0.67
10/06/1998,500,0.52
10/06/1998,200,
25/06/1998,2000,1.14
25/06/1998,100,0.34
25/06/1998,500,0.33
25/06/1998,1000,0.47
25/06/1998,300,
25/06/1998,2500,1.4
25/06/1998,1500,0.65
25/06/1998,200,
02/07/1998,200,
02/07/1998,500,0.38
02/07/1998,2500,1.78
02/07/1998,300,
02/07/1998,100,0.38
02/07/1998,1000,0.5
02/07/1998,1500,0.43
02/07/1998,2000,0.87
08/07/1998,2500,2.08
08/07/1998,100,0.46
08/07/1998,300,
08/07/1998,500,0.37
08/07/1998,2000,0.65
08/07/1998,1000,0.48
08/07/1998,1500,0.51
08/07/1998,200,
15/07/1998,100,0.48
15/07/1998,300,
15/07/1998,200,
15/07/1998,500,0.52
15/07/1998,1500,0.86
15/07/1998,2000,1.09
15/07/1998,1000,0.63
15/07/1998,2500,1.28
22/07/1998,200,
22/07/1998,300,
22/07/1998,2500,1.72
22/07/1998,500,0.77
22/07/1998,1500,0.68
22/07/1998,100,0.73
22/07/1998,1000,0.89
22/07/1998,2000,0.78
29/07/1998,1000,0.58
29/07/1998,300,
29/07/1998,2500,1.77
29/07/1998,200,
29/07/1998,2000,1.42
29/07/1998,100,0.53
29/07/1998,500,0.53
29/07/1998,1500,0.71
11/08/1998,1000,0.57
11/08/1998,100,0.47
11/08/1998,500,0.48
11/08/1998,200,
11/08/1998,2500,2.57
11/08/1998,300,
11/08/1998,1500,0.74
11/08/1998,2000,1.1
19/08/1998,1500,0.58
19/08/1998,200,
19/08/1998,2000,1.11
19/08/1998,300,
19/08/1998,2500,4.66
19/08/1998,500,0.39
19/08/1998,1000,0.5
19/08/1998,100,0.43
26/08/1998,1000,
26/08/1998,1500,
26/08/1998,2500,
26/08/1998,200,
26/08/1998,2000,
26/08/1998,500,
26/08/1998,300,
26/08/1998,100,3.89
01/09/1998,2000,4.52
01/09/1998,1500,1.9
01/09/1998,500,1.37
01/09/1998,1000,1.2
01/09/1998,100,1.42
08/09/1998,200,
08/09/1998,500,0.5
08/09/1998,1900,
08/09/1998,300,
08/09/1998,100,1.07
08/09/1998,2400,5.3
08/09/1998,1400,1.37
08/09/1998,900,1.37
16/09/1998,200,
16/09/1998,2000,0.87
16/09/1998,1500,0.63
16/09/1998,500,0.62
16/09/1998,2500,7.2
16/09/1998,1000,0.6
16/09/1998,300,
16/09/1998,100,0.62
21/09/1998,2000,1.28
21/09/1998,100,0.75
21/09/1998,300,
21/09/1998,1500,0.63
21/09/1998,500,0.64
21/09/1998,200,
21/09/1998,1000,0.63
21/09/1998,2500,9.3
15/10/1998,2500,1.09
15/10/1998,100,0.86
15/10/1998,2000,0.98
15/10/1998,509,0.92
15/10/1998,300,
15/10/1998,1000,0.92
15/10/1998,1500,0.92
15/10/1998,200,
03/11/1998,1510,2.64
03/11/1998,200,
03/11/1998,110,0.97
03/11/1998,2500,1.49
03/11/1998,300,
03/11/1998,2000,1.5
03/11/1998,509,1.01
03/11/1998,1010,1.05
08/12/1998,300,
08/12/1998,1000,0.73
08/12/1998,2500,1.23
08/12/1998,2000,0.85
08/12/1998,200,
08/12/1998,500,0.76
08/12/1998,1500,0.7
08/12/1998,100,1.16
26/01/1999,2000,0.9
26/01/1999,1500,0.86
26/01/1999,2500,0.96
26/01/1999,500,0.86
26/01/1999,100,0.77
26/01/1999,1000,0.87
12/02/1999,1500,0.97
12/02/1999,2500,1
12/02/1999,1000,0.98
12/02/1999,2000,0.93
12/02/1999,500,0.96
12/02/1999,100,0.96
25/03/1999,100,0.83
25/03/1999,1000,0.81
25/03/1999,500,0.77
25/03/1999,2500,1.75
25/03/1999,2000,0.55
25/03/1999,1500,0.51
27/04/1999,500,0.44
27/04/1999,2500,0.99
27/04/1999,1000,0.43
27/04/1999,2000,0.66
27/04/1999,100,0.5
27/04/1999,1500,0.53
25/05/1999,2000,0.36
25/05/1999,500,0.47
25/05/1999,2500,1.21
25/05/1999,1500,0.43
25/05/1999,100,0.43
25/05/1999,1000,0.47
18/06/1999,2000,0.82
18/06/1999,2500,0.88
18/06/1999,100,0.35
18/06/1999,1000,0.53
18/06/1999,500,0.53
18/06/1999,1500,0.5
15/07/1999,1000,0.46
15/07/1999,100,0.39
15/07/1999,500,0.39
15/07/1999,2000,0.72
15/07/1999,1500,0.52
15/07/1999,2500,0.99
17/08/1999,500,0.52
17/08/1999,1000,0.52
17/08/1999,1500,0.53
17/08/1999,100,0.49
17/08/1999,2500,2.06
17/08/1999,2000,0.77
17/09/1999,1000,0.66
17/09/1999,100,0.51
17/09/1999,1500,0.63
17/09/1999,500,0.55
17/09/1999,2000,0.72
17/09/1999,2500,3.98
18/10/1999,500,0.8
18/10/1999,2500,1.8
18/10/1999,1000,0.98
18/10/1999,2000,1.52
18/10/1999,1500,1.69
18/10/1999,100,0.83
16/11/1999,100,1.12
16/11/1999,2000,0.85
16/11/1999,2500,1.81
16/11/1999,500,0.83
16/11/1999,1500,0.77
16/11/1999,1000,0.83
15/12/1999,1000,1.21
15/12/1999,2000,1.22
15/12/1999,2500,1.08
15/12/1999,500,1.17
15/12/1999,1500,1.18
15/12/1999,100,1.18
18/01/2000,2500,1.16
18/01/2000,1000,1.13
18/01/2000,100,1.08
18/01/2000,1500,1.13
18/01/2000,500,1.08
18/01/2000,2000,1.14
08/02/2000,2500,1.28
08/02/2000,500,1.12
08/02/2000,1000,1.13
08/02/2000,1500,1.22
08/02/2000,100,1.11
08/02/2000,2000,1.03
15/03/2000,1500,1.14
15/03/2000,1000,1.1
15/03/2000,500,1.16
15/03/2000,100,1.09
15/03/2000,2500,1.12
15/03/2000,2000,1.22
17/04/2000,100,1.67
17/04/2000,500,0.5
17/04/2000,2000,0.81
17/04/2000,1500,0.4
17/04/2000,1000,0.41
17/04/2000,2500,0.48
17/05/2000,1000,0.23
17/05/2000,1500,0.29
17/05/2000,100,0.2
17/05/2000,2500,0.45
17/05/2000,2000,0.28
17/05/2000,500,0.23
28/06/2000,2500,0.91
28/06/2000,100,0.56
28/06/2000,2000,0.53
28/06/2000,1500,0.44
28/06/2000,1000,0.79
28/06/2000,500,0.55
12/07/2000,1500,1.1
12/07/2000,2500,1.11
12/07/2000,100,0.73
12/07/2000,1000,0.69
12/07/2000,500,0.82
12/07/2000,2000,0.88
08/08/2000,1500,0.56
08/08/2000,2000,0.79
08/08/2000,500,0.51
08/08/2000,2500,1.93
08/08/2000,100,0.54
08/08/2000,1000,0.54
27/09/2000,1500,0.95
27/09/2000,1000,0.87
27/09/2000,2000,0.91
27/09/2000,2500,4.08
27/09/2000,100,0.9
27/09/2000,500,0.94
24/10/2000,2500,5.14
24/10/2000,1000,1.11
24/10/2000,2000,2.42
24/10/2000,1500,1.32
24/10/2000,500,1.06
24/10/2000,100,1.08
28/11/2000,1000,1.39
28/11/2000,100,1.61
28/11/2000,1500,1.35
28/11/2000,2500,2.34
28/11/2000,500,1.28
28/11/2000,2000,1.35
18/12/2000,2500,1.45
18/12/2000,1500,1.56
18/12/2000,1000,1.38
18/12/2000,100,1.33
18/12/2000,2000,1.43
18/12/2000,500,1.32
16/01/2001,500,1.21
16/01/2001,1500,1.1
16/01/2001,2000,1.32
16/01/2001,1000,1.17
16/01/2001,2500,1.55
16/01/2001,100,1.31
15/02/2001,500,0.99
15/02/2001,2000,1.19
15/02/2001,1000,1.04
15/02/2001,1500,1.01
15/02/2001,2500,1.21
15/02/2001,100,0.94
13/03/2001,2000,1.19
13/03/2001,500,1.16
13/03/2001,1500,1.25
13/03/2001,1000,1.16
13/03/2001,100,1.22
13/03/2001,2500,1.17
18/04/2001,1000,0.72
18/04/2001,2500,1.8
18/04/2001,500,0.95
18/04/2001,100,0.68
18/04/2001,2000,0.6
18/04/2001,1500,0.7
31/05/2001,2000,1.39
31/05/2001,1000,0.54
31/05/2001,1500,0.65
31/05/2001,100,0.46
31/05/2001,2500,1.7
31/05/2001,500,0.45
28/06/2001,500,0.7
28/06/2001,2500,2.19
28/06/2001,1500,1.18
28/06/2001,1000,0.79
28/06/2001,100,0.69
28/06/2001,2000,1.19
11/07/2001,100,0.67
11/07/2001,500,0.56
11/07/2001,2000,0.7
11/07/2001,2500,2.27
11/07/2001,1500,0.55
11/07/2001,1000,0.73
09/08/2001,500,1.49
09/08/2001,1500,0.96
09/08/2001,100,1.86
09/08/2001,1000,0.99
09/08/2001,2000,0.78
09/08/2001,2500,0.75
10/09/2001,100,0.67
10/09/2001,1500,0.46
10/09/2001,500,0.58
10/09/2001,1000,0.71
10/09/2001,2000,1.21
10/09/2001,2500,6
16/10/2001,1000,0.72
16/10/2001,2500,8.7
16/10/2001,100,0.61
16/10/2001,2000,1.61
16/10/2001,1500,0.89
16/10/2001,500,0.79
06/11/2001,2500,1.28
06/11/2001,2000,1.21
06/11/2001,1000,1.24
06/11/2001,100,8.6
06/11/2001,1500,1.22
06/11/2001,500,2.38
13/12/2001,500,1.25
13/12/2001,1000,0.99
13/12/2001,1500,0.93
13/12/2001,2000,0.88
13/12/2001,2500,0.92
13/12/2001,100,1.66
08/01/2002,100,0.89
08/01/2002,500,0.95
08/01/2002,1500,0.96
08/01/2002,1000,0.91
08/01/2002,2000,1.05
08/01/2002,2500,1.29
21/02/2002,2500,1.01
21/02/2002,2000,0.96
21/02/2002,500,1.05
21/02/2002,100,1.13
21/02/2002,1500,0.96
21/02/2002,1000,1.2
11/03/2002,2500,0.85
11/03/2002,500,0.86
11/03/2002,100,0.96
11/03/2002,2000,0.87
11/03/2002,1500,0.87
11/03/2002,1000,0.89
10/04/2002,1500,0.35
10/04/2002,2500,0.89
10/04/2002,2000,0.44
10/04/2002,500,0.39
10/04/2002,100,0.34
10/04/2002,1000,0.38
21/05/2002,2000,0.72
21/05/2002,100,0.5
21/05/2002,2500,0.78
21/05/2002,1500,0.45
21/05/2002,1000,0.3
21/05/2002,500,0.35
18/06/2002,100,0.34
18/06/2002,500,0.39
18/06/2002,1000,0.4
18/06/2002,2000,0.42
18/06/2002,2500,0.62
18/06/2002,1500,0.43
09/07/2002,1500,0.56
09/07/2002,2000,0.91
09/07/2002,500,0.58
09/07/2002,2500,1.04
09/07/2002,100,0.38
09/07/2002,1000,0.58
20/08/2002,2500,4
20/08/2002,100,0.5
20/08/2002,500,0.56
20/08/2002,1500,0.56
20/08/2002,1000,0.59
20/08/2002,2000,1.58
17/09/2002,500,0.58
17/09/2002,2500,11.8
17/09/2002,100,0.48
17/09/2002,1000,0.52
17/09/2002,2000,3.91
17/09/2002,1500,0.52
15/10/2002,1000,1.28
15/10/2002,1500,1.77
15/10/2002,2500,8.4
15/10/2002,100,1.32
15/10/2002,500,1.39
15/10/2002,2000,4.2
19/11/2002,1000,1.41
19/11/2002,500,1.39
19/11/2002,1500,1.33
19/11/2002,2500,2.69
19/11/2002,2000,2.89
19/11/2002,100,1.33
17/12/2002,1000,1.14
17/12/2002,2500,1.12
17/12/2002,2000,1.12
17/12/2002,100,1.26
17/12/2002,1500,1.16
17/12/2002,500,1.17
23/01/2003,1500,1.04
23/01/2003,100,1.19
23/01/2003,1000,1.12
23/01/2003,2000,0.94
23/01/2003,500,1.16
23/01/2003,2500,0.95
18/02/2003,100,0.99
18/02/2003,500,0.89
18/02/2003,1000,0.9
18/02/2003,2500,1
18/02/2003,1500,1
18/02/2003,2000,1
11/03/2003,2500,0.82
11/03/2003,100,0.43
11/03/2003,500,0.38
11/03/2003,2000,0.44
11/03/2003,1500,0.36
11/03/2003,1000,0.42
24/04/2003,100,0.35
24/04/2003,2500,0.63
24/04/2003,500,0.41
24/04/2003,1500,0.32
24/04/2003,2000,0.47
24/04/2003,1000,0.41
13/05/2003,1500,0.36
13/05/2003,2000,0.52
13/05/2003,500,0.28
13/05/2003,1000,0.32
13/05/2003,2500,0.68
13/05/2003,100,0.29
17/06/2003,2500,0.84
17/06/2003,500,0.27
17/06/2003,100,0.41
17/06/2003,2000,0.89
17/06/2003,1500,0.48
17/06/2003,1000,0.34
15/07/2003,2000,1.3
15/07/2003,1500,0.82
15/07/2003,1000,0.5
15/07/2003,2500,1.43
15/07/2003,100,0.47
15/07/2003,500,0.57
13/08/2003,500,0.37
13/08/2003,100,0.34
13/08/2003,1500,0.43
13/08/2003,2500,1.13
13/08/2003,2000,0.58
13/08/2003,1000,0.39
08/09/2003,1000,0.91
08/09/2003,2500,3.99
08/09/2003,500,0.57
08/09/2003,1500,0.99
08/09/2003,2000,1.33
08/09/2003,100,0.62
14/10/2003,2500,5.08
14/10/2003,2000,3.89
14/10/2003,500,0.8
14/10/2003,1000,0.82
14/10/2003,100,0.86
14/10/2003,1500,0.98
12/11/2003,1500,1.08
12/11/2003,500,1.02
12/11/2003,2500,2.16
12/11/2003,2000,1.86
12/11/2003,100,1.08
12/11/2003,1000,0.94
04/12/2003,1000,0.84
04/12/2003,2500,2.72
04/12/2003,500,0.89
04/12/2003,2000,1.05
04/12/2003,1500,0.9
04/12/2003,100,0.83
20/01/2004,2500,0.75
20/01/2004,1500,0.69
20/01/2004,500,0.67
20/01/2004,1000,0.69
20/01/2004,100,1.46
20/01/2004,2000,0.72
18/02/2004,1000,0.67
18/02/2004,500,0.71
18/02/2004,2500,0.72
18/02/2004,100,0.7
18/02/2004,1500,0.68
18/02/2004,2000,0.76
